Puzzle,Solution
420100000010030000000007340004089000090000006300400000968000030000002000700910060,423196875517834629689527341254689713891273456376451298968745132145362987732918564
000000039000201000090003061000020000000000086800040950005012008036400000004050003,521764839368291574497583261649825317752139486813647952975312648236478195184956723
000002300000130029600005000093000000020091003000000040000080402009060000460000000,951842376748136529632975814193654287824791653576328941317589462289467135465213798
050800020000009001030500806000620095000000100900001004005000060000040019020030000,154863927268479351739512846813624795546798132972351684495187263387246519621935478
200970000309006000147000000010053097900410025600000003000097000000000010000030009,265971438389546271147382956412653897973418625658729143831297564794865312526134789
073000090000009500500280030600000071000010309000007260000830000005000010090050003,473165892812379546569284137658923471724618359931547268147836925385792614296451783
000020090082600040060005000600800300009003050720006008005030000000000004090040003,514327896382691745967485231651874329849213657723956418475138962238569174196742583
030700002000003000000060000021038000000540000004001680007020043010000020002086050,839714562246953718175862394921638475768549231354271689687125943513497826492386157
200004000080910240000050300000138600000000000400000020040001006100060058906500000,251374869783916245694852371527138694369245187418697523845721936132469758976583412
008100300007000148360000070000560003000003200400000010000076800000005060030080705,248157396597632148361849572712564983986713254453298617125476839879325461634981725
190800000006003000000209700069080070004000000208010300000000109020000000000307820,192875643576143982483269715369584271714932568258716394637428159825691437941357826
000090670060500340040037900004002000030916002500000000109000000070000000206001000,325194678967528341841637925694752183738916452512843769189465237473289516256371894
000008900600000800009041500400000000026104000000620700002080650000710002090000000,347568921651972834289341567435897216726154389918623745172489653863715492594236178
050020006200063000030058094000000000000001000001005908300900005020000080090004160,158429736249763851637158294962847513583291647471635928316982475724516389895374162
000100400402000105000000073020003008008700000930800040100980000040007010800020037,397165482482379165615248973724613598568794321931852746173986254246537819859421637
800040601005070840000000000160080009090400005040026080000005000700000500200000006,879342651635179842421658937162583479398417265547926183914765328786231594253894716
002085049105072380300410000000000000013090020589000000007000000230040090000050700,672385149145972386398416257426538971713694528589721463957263814231847695864159732
000008020000000030005300000000230700010705000003410009032090050750103800009800000,391568427487921635625374918568239741914785263273416589832697154756143892149852376
200380406000005070070060010000003064000000000002000008058401300004000005710200000,291387456836145972475962813189573264367824591542619738658491327924736185713258649
060003100530907000207400000000040500950200003003090620000030000000000209002500001,469853172531927846287416935726341598954268713813795624198632457375184269642579381
400001000089074001100605800064030080007840090001000003000000004000060030005000700,456981327289374651173625849964137582537842196821596473698753214712468935345219768
090007500608000000250000000700000630000200150019063270106050000030000080020001300,391487526648532917257916843782145639463279158519863274176358492935624781824791365
037060802600000700002007040009082000000700008400030000005009000803420000020050300,937564812648213759512897643379182465251746938486935127165379284893421576724658391
080070003002000710004000900000000020001400000090000030040600390070204008030980270,985172643362849715714365982853716429621493857497528136248657391179234568536981274
350020070406003000000010003004200059000100342000605010000000094207390001000700000,351428976426973185798516423814237659675189342932645817163852794287394561549761238
000304008801000000300080200400816370000020401007000600003200000102700000970400000,725394168891672543364185297459816372638927451217543689583269714142758936976431825
390000240200000907000000000070409500000508100903701002700000025080000004501000800,395617248214853967867942351178429536426538179953761482739184625682395714541276893
528090000000007000094051002060000000000500020000700009006000291007024600001006075,528493716613287954794651382862319547479568123135742869346875291957124638281936475
600014900903000000004050670000042009000000000402395701000100400300007000010030500,627814935953276814184953672871642359539781246462395781795168423346527198218439567
000700008003400020620000500060000000300000700509000000490800002807026040050090006,915732468783465129624918537168573294342689751579241683496857312837126945251394876
019000000000000009056000000001500020700060500020470010400010002108200950000908600,819726345347851269256394178631589427784162593925473816493615782168237954572948631
090530000082000000000008000074020903000000010920000000008005049000140800109300052,796532481382714695415698327574821963863957214921463578638275149257149836149386752
150000000008192060200070000600008000070000003803020600060050890001000300500039720,159864237738192465246573918695348172472916583813725649367251894921487356584639721
120000760506010200000000010000970500708025003060000002050002000900000600010003000,124538769586719234379246815231974586798625143465381972857462391943157628612893457
003000050000700000000603000200060000000985000105007090020800600079000080060020100,613492758952718463847653921294361875736985214185247396521874639479136582368529147
070080200000430000502009380004000030030070050000500706600000000045300000007690000,473185269968432517512769384754826931236971458189543726691254873845317692327698145
104000000690030040080000000021000000006400300300000920000300800000098007470000103,134729685692835741785614239821963574956472318347581926519347862263198457478256193
700000000182000060006057081000000907075001000000060020060300092320000010009000300,754618239182493765936257481613842957275931846498765123861374592327589614549126378
008600040040900006002047800050070000009000000000102700061000000200005000890060102,938621547547983216612547893153879624729456381486132759361298475274315968895764132
000040900034000050002060001608020000010094006000100309000200000020000084003000000,176845932934712658582963741698327415317594826245186379459278163721639584863451297
000000000000200041000400253031000708008500900000030000900002004370140009050000100,245381697693275841187469253531924768468517932729638415916852374372146589854793126
047080203003005000006710000308000000075000000410000800000400080600107300000050700,547986213193245678826713594368591427275864931419372865752439186684127359931658742
060470209702500000390000800000020700009007006000960000200000080007048000003006005,568473219712589634394612857635824791829137546471965328246751983957348162183296475
020040160809005023000000090003000910200500030004089500000400000600000000000012000,325948167879165423416237895753624918298571634164389572532496781681753249947812356
000940300000007010090000040080750000730000460006000900070001000340000000008439600,817942356463587219295163748984756123731298465526314987679821534342675891158439672
301400000209000104070000308000380002000712009000600000020000007000030001000096403,351478296289563174476921358197385642564712839832649715623154987948237561715896423
098052007000060000000981000050090000800000023010000906002500709000007530700810000,698452317521763894374981265253694178869175423417328956142536789986247531735819642
001300008070009005906000000009073000703040900010060000000850030000094000508007400,451326798372489165986715243649573821723148956815962374294851637137694582568237419
240000031030000000001000800000600400702080000000090020800020009006003200003160007,248957631639218745571346892195632478762481953384795126817524369956873214423169587
003002004002030970000048060600090410000183006007000000400000000030000000900024001,763952184842631975159748362685297413294183756317465829421376598536819247978524631
000704290000008006005060070000002004000030000809006320070290050000000400600005007,386754291791328546245169873537982164462531789819476325174293658958617432623845917
007203060200400080000079002040080000900600700008001036009030020073000000080000000,817253964295416387364879152546387219931625748728941536659738421473162895182594673
007008003050900000002007050500020647200500000600000900709000504400000732008000090,947158263856932471132467859593821647274596318681374925769213584415689732328745196
150070000900100004073000000000000020200609070601003950007400309009206000000000000,154372896962185734873964215795841623238659471641723958527418369419236587386597142
000030900010007000480000003000008700006415008001006300000000000600000105000904080,567832941913547862482169573254398716376415298891276354728651439649783125135924687
701006800004500010800000403180200000042605008006007302000800700500000000010000200,731426859294538617865971423187243596342695178956187342629854731578312964413769285
060504001000000570000037026630000010017000000094000005000060052475000100300000009,762584391943612578851937426638245917517396284294178635189463752475829163326751849
900000030000700820003006709090208600004000080600009000060300000030100004028000000,972851436546793821813426759391248675254617983687539142165374298739182564428965317
100002000002000700900040000390600010050090430600000200006050973530000000000001600,165782349842369751973145862397624518251897436684513297416258973538976124729431685
600100200000905010020003090800730100060000080017000503000000730005000000008006000,639148275784925316521673894852734169963251487417869523146592738295387641378416952
040000060005008300900000000020040000001030005030900000200010090690003010804060020,342175869165498372978326451529847136781632945436951287253714698697283514814569723
080700000000050900020000008009000000060900000200083406608030500070004600005009730,984721365716358924523496178839645217461972853257183496698237541372514689145869732
060000900007080200504700003780000040050004000400070000000409080900020000000068050,861243975397685214524791863789152346256834197413976528635419782948527631172368459
930612000005000090000000002050006000000080001000790003000900080190300206070001009,937612845215438697684579312359146728746283951821795463563927184198354276472861539
000451300090000000000000052000080103000002009000603040013000008400128000209040500,827451396395276814641839752962584173534712689178693245713965428456128937289347561
070003004004080000000000765000020006703500800520040013108000000360000000050400000,275693184614785329839214765481329576793561842526847913148936257367152498952478631
000003050750980003002510000598670000000001790000300008100000000923000060000000200,869423157751986423342517689598674312234851796617392548175268934923745861486139275
890004000500600000706003092000029030000400000004730500005068207002900000000350000,891274653523691874746583192157829436369415728284736519935168247612947385478352961
000800035100004000000000700500060800378005100001003000850020041007000006400056270,742891635163574982985632714594167823378245169621983457856729341237418596419356278
030014720002050406000020050013800000046001000070000030000580200050003001004000000,935614728782359416461728359513872694246931587879465132197586243658243971324197865
700500000004080370080009000000000020000008093030050706000060000000200500690730400,716523984954186372283479651469317825527648193831952746175864239348291567692735418
971800000000200670600300080100928000007030000890000000040070000000000039000100008,971864325483295671652317984136928547527431896894756213348579162715682439269143758
640098000051004000000300000908100040010960000000000500000050709700000004500600800,647598132351724968892316475978135246415962387263847591186453729739281654524679813
001007800063009000200005360050000008000810000100002690000000003007526000000030000,541367829763289145289145367452693718976814532138752694614978253397526481825431976
010009060907000008200040003000006800000100649408000010009000701174200090000000200,813729465947365128256841973791436852532178649468592317329654781174283596685917234
000078000006340700801000030900000000002860000010000200400000002000007904697000080,349178625256349718871256439964712853532864197718935246485691372123587964697423581
090000300207061054004009201000076005000040000100003000400017020003002407050900000,691425378237861954584739261849276135325148796176593842468317529913652487752984613
040080000190450600020103090410000023600000001002000000000920080300001005000000000,745689132193452678826173594417596823638247951952318467571924386389761245264835719
758900000093000050000000009520010000000607000100800500009080000060502780070006020,758961342493278156612435879527319468984657231136824597249783615361592784875146923
000040503004010096059000800500000000080069700000050019000700005800000000000090407,128946573734815296659327841591473628283169754476258319962784135847531962315692487
000900025420006700900000080100000054208105900070040800500800000090610000002000040,786931425423586791951427386139278654248165937675349812517894263394612578862753149
200000970000002063000000040000403089608000000003500007500306090000800004800004500,231645978457982163986731245725413689648297351193568427514376892362859714879124536
800000406630007009700000000000000200000029000409360780004008000078400910310000000,895213476632847159741695832563784291187529364429361785954138627278456913316972548
090000002000410000000000700004000063035670104906030205000090000050003026709000400,591387642627419358483265719274951863835672194916834275342196587158743926769528431
000003001000000400402061000100006800060030090200080004704000030301700200600009070,856473921913825467472961385147296853568134792239587614784612539391758246625349178
003000000000010090000907006980300000006070004100420000020190060000000910000000432,693284571742615893851937246984351627236879154175426389428193765367542918519768432
050100200000004058080207900060900801702806000890400002000000000000560009000701040,954138267217694358386257914465923871732816495891475632578349126143562789629781543
000010000000804000300700005850007003007000164060009000040005300500090008900000001,725913486619854732384762915851647293297538164463129857146285379572391648938476521
030009000005000040090348000000002700750000010800490000000004070510030000300020400,436259187285671943197348652643512798759863214821497536962184375514736829378925461
000000007005920003000001090020006010093005460410009030000163000000400009600000020,981634257765928143342571896527346918893715462416289735279163584138452679654897321
400000903000000000000037050007004000206900500005006192000009004650700030900040700,471685923563192478829437651197254386286913547345876192738569214654721839912348765
700086004040000006003009500009078020005060009602300070050003000000000000000027000,791586234548732196263419587439178625875264319612395478157943862926851743384627951
008007021020060007050820300700000100040005000030000456000001700000000005400700000,368547921924163587157829364795684132642315879831972456586291743279438615413756298
100320800020006000006800070000140090000700000800060002000400000039007004000009068,197324856328576419456891273273148695964752381815963742682415937539687124741239568
200039000500000300406070000004007001020006500000000079007001902090000140000000057,218539764579264318436178295984357621721946583365812479657481932893725146142693857
080720050000009020002160079190000000207000400004050000000090100816000090700000060,981723654675489321432165879198246735257931486364857912523698147816574293749312568
500000008067000190018007400000708965002004000000001700000000540000002001009050000,524619378367485192918237456431728965672594813895361724286173549753942681149856237
300000040000200009004083000030000102500006008012908004000000020050002061000050800,386591247175264389294783516638475192549126738712938654963817425857342961421659873
000100008200000000400200715510006004780000200000020007000090582006000000000051690,365147928271589346498263715512976834783415269649328157137694582956832471824751693
010030070502000000360075800000080005000007000800100040007000016680000000000012400,418236579572891364369475821726984135134527698895163742247358916681749253953612487
060500040038160000000000030000800000089400056000030200002950300800204000040010000,267583941438169527951742638526897413389421756174635289612958374893274165745316892
004300000710000000200981000000000800005100009039000005090008002000090054007503100,964372581718645923253981467142759836875136249639824715596418372381297654427563198
000106007030000000000004000004009700090000180670001092009047003108900000000200000,482196537931572648756834921814329765293765184675481392529647813148953276367218459
000300160000700200504020073020000000306070500000009306400000005600040710907000030,279354168831796254564128973125463897396872541748519326412937685683245719957681432
090003840000100006408600005000090600560000000000000008130004000940580300002000500,691753842253148976478629135824395617567812493319476258135264789946587321782931564
000050010010002703037000009000507830700100200003060000090000000506090000000000078,984753612615982743237416589129547836768139254453268197892371465576894321341625978
704021000001009000090060000907500801100000907000000050000000206000050470810000500,784321695561489723293765184937542861152638947648917352475893216329156478816274539
460000000080070040007000600000053906920600003000902400008000000506009800000000037,465391782289576341317248695871453926924687153653912478748135269536729814192864537
002040109001003072000000008060407000010009020900800007000000000040301000026908030,382745169491683572675192348268417953714539826953826417539274681847361295126958734
320001000007000000509200076000305000030010002040002000000506907070900000006004003,328761459467859321519243876692385714835417692741692538183526947274938165956174283
072030090300010002080000004007408610100000000000200800000700000010080760009000020,572834196394617582681529374237458619148396257965271843826745931413982765759163428
000040350006000004000000190015098000800005600300601000080900243000050000409000061,128749356956813724734526198615298437897435612342671985581967243263154879479382561
409000000020000638800200409090002006004010050013609002000400100000000000000098000,439786521127954638856231479798542316264813957513679842685427193971365284342198765
008900010102000087000002600000240090300080700000003000700300006004060870009000100,548976312162435987973812654816247593325689741497153268751398426234561879689724135
000462000000700000006095302087000006409000870200000940000200000000873000002050090,398462517125738469746195382587941236419326875263587941634219758951873624872654193
430001760001030000006000002600000500040790200000200040203940000090000005070000000,439521768821637954756489132682314579345796281917258346263945817194873625578162493
780000010413700020000002000004050000030009000005003800000208470000300500190070030,782935614413786925569412387924857163831649752675123849356298471247361598198574236
137000000500000400062000010200030007019026040000700200004307000900000000350001092,137548629598612473462973518285134967719826345643759281824397156971265834356481792
040100000005208000106750090080000400612000080700000000000005060008010050007046809,849163527375298146126754398583629471612437985794581632931875264468912753257346819
500087690000390800080500700498050000000000000006030970107000500045000083000000060,513287694762394815984516732498751326371629458256438971127863549645972183839145267
000000000060004092000070384408307000000090000200000001000020000080000146900061007,874239615563184792129675384458317269316592478297846531641728953782953146935461827
460007000390480005000035009830904001050008400000000000100000708074000100000000000,465297813392481675718635249836974521957128436241356987123549768574863192689712354
000000051030000000107040000000016000960078530000300008009503800600000070483000060,846732951532891746197645283358216497961478532274359618719563824625184379483927165
000000300500000090300028060000000726090060008000000010060050200009073000230080005,978516342526437891341928567413895726792361458685742913867154239159273684234689175
134700800600003009000060000806070901700018040050040007000000000000800605910000034,134759862675283419289164573846372951792518346351946287563497128427831695918625734
090405000000000000061030900004608000700000000010090480007084005006000017800000030,298465173473819526561237948934628751782541369615793482127384695346952817859176234
000560130000047059000901007004000801691000040700000000345000000008000090010050380,479562138123847659856931427534629871691785243782314965345298716268173594917456382
000080290000069054000400300306001000901043800045800003000600185004000020000050000,467385291813269754592417368386791542921543876745826913239674185154938627678152439
730502001900600250500000003200005300070090000000000104060003000000064000020100007,736582941914637258582941763248715396371496825659328174865273419197864532423159687
043709200970040013100000000000030005060900000030200047000100000050020001000053060,843719256976542813125368479712634985468975132539281647387196524654827391291453768
810506070205003068000080000000600007900007502703050980000000623300700051000000000,814526379295473168637189245152698437986347512743251986478915623329764851561832794
000009701000800060036001050403000000000090000091300047105000004004085900000700500,842569731517832469936471258463217895758694123291358647175926384324185976689743512
000000905000000070068000010706200000150040006200000800070698540000004090000070000,437182965921465378568937412786259134159843726243716859372698541815324697694571283
204006501067000000008307000000403000400001007005060000001000004082730060000500080,234986571967145832158327496826473915493851627715269348371698254582734169649512783
407201068000000012602000070900600300200380000080400090000090030000000000806130000,437251968598763412612948573974612385265389147183475296721596834349827651856134729
000406000000073006600050039009625080700009605002000000470000003900000000000800702,293416578854973216617258439349625187781349625562781394478162953926537841135894762
307009000004085397000001080000018000942070000000900030009000070038000129010000000,387429561124685397695731284573218946942376815861954732259143678438567129716892453
005000000080350072200708060009020107350800000000000000690270000000000900000105000,745962381986351472213748569869524137352817694174639258691273845527486913438195726
700200000000900210000000007400000190000100073003450000020300000340009006000060700,781245369534976218962831547478623195256198473193457682627384951345719826819562734
000020001007004003900500600010002000000390070000000900000100060230407510500000004,654723891187964253923518647819672435462395178375841926748159362236487519591236784
000070010030004005400090306003007560070000049650049001500030000000000000010060027,869573412731624985425198376943217568178356249652849731586732194297481653314965827
500804000678000000020000030030000000050040090082900057000070900200600740000230600,593824176678193524124567839931752468756348291482916357365471982219685743847239615
048090005031005008090603000010700900000000674000000001000500030000040807009000510,248197365631425798795683142814762953523819674967354281182576439356941827479238516
030048070080009600094700000048000090300000000001032000060010005200390000000007000,632548971785129643194763528548671392326985417971432856869214735257396184413857269
000630000800000970001004000000100094002000300700900106000000002309701000000400000,275639841846215973931874625653187294192546387784923156467398512329751468518462739
060100509504060100000500070000000000140000860800310000003040000005000006418030905,762184539534769182981523674356478291147952863829316457693245718275891346418637925
004060090003002000520907006900050630306091045000000000000000020700029000000035400,874563192693812754521947386917254638386791245452386917149678523735429861268135479
068000000109080000300100007000070940900005106000000008700000009600400010000009085,568247391179583624324196857853671942947825136216934578785312469692458713431769285
000000092000020050010000000045000300300000005070000048800079130400100000003580074,586314792739628451214795863945861327328947615671253948852479136467132589193586274
670430810930070026000000040007300000109020000020000000290008001008600000410000000,672435819934871526581962347867349152149527638325186974293758461758614293416293785
900008070000000204000007800090000005070300900503020680200070560809530002000000003,914258376785693214326417859192786435678345921543129687231974568869531742457862193
000403000008000001000000270305008020200500006006200040700605180000070005000800067,927413658468752931531986274345168729279534816816297543793645182682371495154829367
030970050000103780000084000904500030005000001300000800659300000047060003100000000,438972156296153784571684329984521637765839241312746895659318472847265913123497568
009600001000000000002000749860000270027010096900000004710050000004002017000004050,379648521145729863682531749861493275427815396953267184718956432594382617236174958
090701000004086305800050010000000500540000700300005084006007100700000069001000408,295731846174986325863452917687149532542368791319275684426897153738514269951623478
080000001007000300604700080008040206740050000006000000400001000002500100570860402,385496721927185364614723985158347296749652813236918547493271658862534179571869432
380200004740010050002050000263000800010000000007040000000007082000000600024005010,385276194746319258192458376263591847419782563857643921531967482978124635624835719
098750420730094000000302000003000076000000008470000000050000097604000830000000600,198756423732894561546312789813245976265937148479681352351468297624179835987523614
940000000006090000005000006407000000000050700090003142000400003300007201060901500,941576328236198457785342916427819635613254789598763142179425863354687291862931574
000600000050080620007020000070000004420095007600700980000060041000000800000179500,342651798159487623867923415978236154421895367635714982793568241516342879284179536
046019000908702000000400020005000060001000800020008100100040900000207600460000002,246519387958732416317486529895174263631925874724368195172643958583297641469851732
000007010000000085000080200060500000051000030709306000900010700003000006008050003,895267314627134985134985267362591478451728639789346521946813752513472896278659143
500000030093000060084000100000000003000050042820000900600041090032068001100000800,561987234793412568284635179475129683319856742826374915658241397932768451147593826
009080000400570000000400090006000000907001082200000015600014000700960024001050000,579186243423579861168432597316825479957641382284793615692314758735968124841257936
009300000235000000160005000394000065800200001001090000000100046500080030040039000,489361527235978614167425398394817265856243971721596483973152846512684739648739152
001907000000041000830000000000054081600010000000800300003000090570006408040000050,461987523295341876837562914329654781658713249714829365183475692572196438946238157
000740105000012300100005092000030981000000000090020507900400050000098073080000000,829743165765912348143865792254637981371589624698124537932471856516298473487356219
000400000000950060000000407060700000300100000975002300503600700600029031009000004,792416583438957162156238497861793245324165978975842316513684729647529831289371654
049700300000000040130006900300000012412060000007000008700091200000620001000000070,849715326276389145135246987398574612412968753567132498753891264984627531621453879
000092004000000700071004059605009000049207005210600000060000080000000540002000001,586792134924513768371864259635149827849237615217658493163475982798321546452986371
000000008087039000003650920026003000900406300070090200000000054000004700000000080,692147538587239416413658927126573849958426371374891265731982654865314792249765183
030510002900000000000000300000039080063400000500600040095040160020006800040050000,438517692972863415156294378214739586763485921589621743895342167321976854647158239
932070080800000090070005000040000000009020300020050700000000005104000820000900041,932174586815632497476895132748316259569728314321459768683241975194567823257983641
000684300000300000004027050009760830850900700000000009000030400000005020030800070,295684317671359284384127956149762835856913742723548169567231498918475623432896571
040003080008096000310002040000200300060048702000010490200060903000001000000700000,645173289728496135319582647874259361961348752532617498257864913483921576196735824
300000000000001200501690708710000806809700000000012000000070009030000000608500000,384257691976381254521694738712935846859746123463812975245178369137469582698523417
061000000309010000200030400050109304104003080000480000008005200630000850590000006,761894523349512768285736491856129374174653982923487615418965237637241859592378146
043000507100307000058090000000100000000900385000030410020500103000800000000700890,943681527162357948758492631384165279216974385579238416827549163691823754435716892
850003600002000105047000020000502000000010800000340000080700000030006010600800050,859123647362479185147685923498562371523917864716348592285791436934256718671834259
400019200001820000060003050000002003009008460002400000000000618000000005300004000,473519286591826734268743159146952873759138462832467591924375618687291345315684927
000800600502096040000730800753040200890000000006000073000003504030050089000000000,347825691582196347169734825753649218891372456426581973278913564634257189915468732
009000000070009000002010000208000007003200600060805090000901068000030702701008030,619782354874359126532416879298163547453297681167845293325971468986534712741628935
300509078008060009507080010020700000000000000050000090006250087000090001000006905,362519478148367529597482613829745136631928754754631892916254387475893261283176945
000600700607390804900000005205003000340980000000705000004000908000000600008000053,432658791657391824981274365275163489346982517819745236124536978593817642768429153
007890030000005006800003075300070080000000000001060047008001003130500700004000090,517896432493725816862413975345279681786154329921368547678941253139582764254637198
000000003002400500000080090900002030065900000800700006704030000000050007359000008,498521763632497581571386492947862135265913874813745926724138659186259347359674218
000070000000350160001200405100400007700600000056120030405010009000000500000040001,564871293279354168831269475123498657748635912956127834485716329317982546692543781
070009002000028907050006300008100500001030000600800000902000010100060030003000025,876319452314528967259476381438192576591637248627845193962753814185264739743981625
203000600000090030006500000000006400009032100400050007000000000000040021750000004,293874615547691832186523749825716493679432158431958267314285976968347521752169384
420006700100200000000030001034000009000000050079003004310009607090007040000000000,428916735153278496967435281534621879681794352279583164315849627892167543746352918
810200000409000000000008093000417009000900030020050010030800000100000780700040000,813294675469735128275168493358417269641982537927356814536871942194523786782649351
800000100000100000005200490000000600070002009900040000002007060009600805406800021,847965132293174586165238497328791654674582319951346278582417963719623845436859721
083000070200000000097000080070200009500009006000704503700903004004508060050000030,183492675245876391697351482476235819532189746819764523768923154324518967951647238
005006970020009000800501000000003700000010009050000801008005000000090360009237008,145386972326749185897521643981453726273618459654972831738165294512894367469237518
029000600000090000501004000000009100098061000300580209005000004200100008080000000,829715643436892751571634892652349187798261435314587269165978324243156978987423516
000002501040030000006410703003075002070000800400103007002000104000000080080000320,839762541741539268256418793963875412175624839428193657592386174314257986687941325
000630000000701000003085000000190670060004105700000089001000500509003000034000000,457639821896721354123485967345198672968274135712356489281967543579843216634512798
100006030053810000009200000207000000060180200080309500000000890000000106500900002,172596438653814729849273615237645981965187243481329567326751894798432156514968372
900010300068000402410000900800206007000000000040308000000090000090804060780100000,927415386568739412413682975859246137376951248241378659634597821195824763782163594
004060030000100200000030068153000000000400025090000680000600403209000000000510000,584962137637158249921734568153286974768491325492375681875629413219843756346517892
000002300000080000300900700400020060060008000010090000030040807800069024004010009,548172396197683452326954781485721963962438175713596248639245817871369524254817639
000453000020089006004200000000001000300500041000006032065800000009030065000000029,176453298523189476984267153652341987397528641841976532765892314219734865438615729
000000060800200307702060004030102079000300402204907100010000000000000043906000000,341879265865214397792563814638142579179356482254987136413795628587621943926438751
400073000000000000005200090001020370540300100080190052208000900079000000030500020,426973581897651234315248796961425378542387169783196452258764913179832645634519827
031000500008014030640007000300001950700059800000060000000000000900076100000000780,231698547578214639649537218364781952712459863895362471487125396953876124126943785
304007600000030000000210700070940000006000000009020010708002401090400030000080002,314597628627834159985216743871943265236751984549628317758362491192475836463189572
810702000200000000050000000300400100408000703061080005000170006030064010000500030,819732654274956381653841972395427168428615793761389425982173546537264819146598237
073006010000008307009007200002060008001090000508000603000700005006002000000000000,873426519265918347419537286792364158631895472548271693124783965986152734357649821
000000005002000493003004860020140900000000001500002080400090500000050306100300000,946283175812576493753914862628145937374869251591732684437691528289457316165328749
000004000071060500020500000100000900036041000002030007004309100090000705000270000,569124873471863592328597461157682934936741258842935617784359126293416785615278349
560002007000000500070080640040000000780960002005408010054000000020000090900700004,569142837438697521172385649346521978781963452295478316854219763627834195913756284
000000048000100970002009300027010000640000710010300800030902004000060000100003060,391725648568134972472689351827516493643298715915347826736952184289461537154873269
204100000090000800000000013000000049000002780900007201801300950700000030009004002,284163597193745826657829413572618349416932785938457261821376954745291638369584172
030700005700900040000008200400007000000341092000200050000002000507080900020409003,239714685786925341154638279492857136675341892318296457943562718567183924821479563
080000045002008300300004061000900000130000000004005010000000000045692000621050000,786139245412568379359274861568917423137426598294385716973841652845692137621753984
100390500095007400000006010900030040051004320000500790070000000200000060563000000,148392576695187432327456819982731645751964328436528791879613254214875963563249187
003000706070002008001040009000000040700004000008003097380010072900080300206000000,843591726579362418621748539132679845795824163468153297384915672917286354256437981
200000000050002000048000009400300708000000205000040000500020091800900007013007500,291784356356192874748536129425319768139678245687245913574823691862951437913467582
000009000080102900007000001041970206000001000000208400000400600054007009000000802,412759368586132974937684521341975286268341795795268413829413657654827139173596842
000300006047090205000702000004070800000008007000640000908200700400005060020000080,892354176647891235513762498264179853139528647785643921958236714471985362326417589
700000000549000000003800019000000008000000300004913000010090086090050704005680030,781249653549136872263875419936527148127468395854913267312794586698351724475682931
200059600005000204004070190671020000090608000000000000049100800780200000000000047,217459638935816274864372195671524389492638751358791462549167823783245916126983547
050000800030000601400200050207000030003720045005081700008540000000000000000016000,756193824832475691491268357217654938683729145945381762368547219174932586529816473
009000005006040000500720080008006009020307800000400000705000000090073560863002000,179638245286145973534729186348256719621397854957481632715964328492873561863512497
000000000000800357000573160000700613000000700030000095043000000170050089098100500,357416928614829357982573164429785613865931742731264895543698271176352489298147536
079000001302000090000400020000000150000034000950200470030001800005000000200000040,479862531382175694516493728643789152127534986958216473734921865865347219291658347
000000070000400938900003402300010040200000009000728000020005300400080000003100504,834291675152467938976853412368519247217634859549728163721945386495386721683172594
090002000003700000720109400340000000000000180000953004000004090400000028008025000,194532867583746912726189435347218659259467183861953274632874591475691328918325746
002470006400305000000062000000980002709530000008000070000004500274600008503020000,952478316461395287387162459145987632729536841638241975896714523274653198513829764
400801600009050030002000015030100000000000000564030008000200000980500003001000064,453821697819657432672943815238165749197482356564739128345276981986514273721398564
000701500000030080080000742700900001001450090000008005004800300000000070070090000,942781563567234189183569742758926431621453897439178625294817356315642978876395214
050900070000000001790400500001000000040501800530700000079030050400102300000000048,152983674684275931793416582821349765947561823536728419279834156468152397315697248
004102360700800000052003100080000075370008004041000020000300000000005048020000000,894152367713869452652743189286431975375298614941576823567384291139625748428917536
001900000500000400203000061609250010000013000000000054900000020000070003406000009,861942735597361482243785961689254317754813296312697854975436128128579643436128579
090000250040010007510007008000604000000050000400000820009020000002096005000801060,697348251248915637513267498921684573836752149475139826169523784782496315354871962
009067004000094500004580200060029000400000801070000000007000006098000700020000080,589267134236194578714583269861429357452736891973815642147358926398642715625971483
716950300020000000000600000070026500050300040062009730000410600003000000000065000,716954382528731964439682157374126598951378246862549731285413679643297815197865423
000000300000800070075010908060700009000009056000000730510007860000003001408160000,689274315143895672275316948364751289827439156951628734512947863796583421438162597
069300200030100890002906040324009601710000080000000003007000400090000000200000100,869354217435127896172986345324879651716532984958461723587213469691748532243695178
240000003307000000096000000030000005400080007009560032060004000800300620000050004,248615973317298546596437218631742895425983167789561432163824759854379621972156384
037006000806005003000000000009000000725308040400070000004050620060807009300069000,137486592846925713592731864689514237725398146413672985974153628261847359358269471
300000000050060001800204600004000007000000006702080500010035840000120003000600050,326591478457863291891274635164352987985417326732986514619735842548129763273648159
000000000800504100050000000009060800060070090507400060030006001740800009005700400,314682975872594136956137248429365817163278594587419362238946751741853629695721483
000008030003000162010070905002830001000000070000060009000790008091000000000206003,659128437873549162214673985942837651168952374537461829326794518791385246485216793
000004501000100000402000000020001000090040030005300600200005300006090000581600400,963284571857139246412756983324961758698547132175328694249815367736492815581673429
005003004780060020000040069009000080002009000400700000007450600000000070090006040,965283714784961325231547869359614287672839451418725936127458693546392178893176542
000708006003000009000050070070040680050200400900500300004000000620300000000090002,495728136783461259261953874372149685158236497946587321514872963629315748837694512
603001950050000804000067000000000310400000005100900008000000000000018700008409100,623841957751392864849567231597684312482173695136925478214736589965218743378459126
000000015000800000200500003001940008900000501430000000300200000740000209850030000,683724915195863427274591683521947368967382541438615792319276854746158239852439176
